DATE,PRODUCT_ID,SELLING_PRICE,COST,COMPETITOR_PRICE,SALES,IS_PROMOTION,QUANTITY,CATEGORY,SUBCATEGORY,BRAND,PRODUCT_NAME,DAY_OF_WEEK,MONTH,SEASON,IS_HOLIDAY,IS_WEEKEND,Day_of_Week,Month,Price_Above_Competitor,Price_Below_Competitor,Days_Since_Last_Promotion,Profit_Margin
03-02-2020,76,492.5810206,202.3151015,534.5436417,2043718.654,1,1146,Snacks,Cookies,SnackSphere,SnackSphere Tangy Snack,Monday,February,Winter,0,0,0,2,0,1,16,290.2659191
03-02-2020,77,201.5655122,121.2744896,186.9748807,34266.13708,0,156,Dairy,Milk,CreamyPath,CreamyPath Premium Flavored,Monday,February,Winter,0,0,0,2,1,0,0,80.2910226
03-02-2020,78,28.61155738,19.01709051,26.06351668,73731.98337,0,148,Bakery,Bread,BakeHouse,BakeHouse Homestyle Loaf,Monday,February,Winter,0,0,0,2,1,0,0,9.59446687
03-02-2020,79,24.304584,18.85102329,26.32076695,48730.69093,0,420,Bakery,Bread,BakeHouse,BakeHouse Crusty Ciabatta,Monday,February,Winter,0,0,0,2,0,1,0,5.45356071
03-02-2020,80,201.0344662,102.6589146,186.9265342,638083.3957,1,226,Snacks,Cookies,NibbleNest,NibbleNest Sweet Biscuit,Monday,February,Winter,0,0,0,2,1,0,16,98.3755516
03-02-2020,81,86.10493757,74.15993123,88.86759932,305672.5284,0,74,Cereals,Oatmeal,DayStart,DayStart Nutty Flakes,Monday,February,Winter,0,0,0,2,0,1,0,11.94500634
03-02-2020,82,20.55832056,16.46045362,18.88334898,19509.84621,0,671,Cereals,Granola,SunriseBites,SunriseBites Honeyed Bites,Monday,February,Winter,0,0,0,2,1,0,0,4.09786694
03-02-2020,83,392.3757889,152.3208933,420.4691644,469281.4435,0,267,Dairy,Milk,DairyPeak,DairyPeak Premium Drink,Monday,February,Winter,0,0,0,2,0,1,0,240.0548956
03-02-2020,84,230.3295793,109.7397098,238.6880435,260733.0838,0,952,Dairy,Cheese,LushMilk,LushMilk Premium Curd,Monday,February,Winter,0,0,0,2,0,1,0,120.5898695
03-02-2020,85,156.6995208,76.39214132,165.0301058,508019.8463,0,908,Bakery,Bread,SweetCrust,SweetCrust Homestyle Pita,Monday,February,Winter,0,0,0,2,0,1,0,80.30737948
03-02-2020,86,455.1679794,276.3496304,440.1124709,1597639.608,0,588,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Flatbread,Monday,February,Winter,0,0,0,2,1,0,0,178.818349
03-02-2020,87,64.16913871,53.98163553,60.69175021,101579.7466,0,799,Cleaning,Wipes,GermBuster,GermBuster Intense Pad,Monday,February,Winter,0,0,0,2,1,0,0,10.18750318
03-02-2020,88,460.8676928,209.0371174,468.5499265,1399655.183,0,562,Beverages,Water,QuenchWell,QuenchWell Bold Filtered,Monday,February,Winter,0,0,0,2,0,1,0,251.8305754
03-02-2020,89,169.3178405,108.7806959,162.9784324,530303.4763,0,363,Dairy,Milk,DairyPeak,DairyPeak Premium Non-Dairy,Monday,February,Winter,0,0,0,2,1,0,0,60.5371446
03-02-2020,90,462.8531947,389.1031795,454.4902041,425824.9391,0,142,Meat,Chicken,PrimeCut,PrimeCut Premium Wings,Monday,February,Winter,0,0,0,2,1,0,0,73.7500152
03-02-2020,91,313.0257627,245.2450503,293.2156363,502093.3234,0,380,Beverages,Juices,QuenchWell,QuenchWell Zesty Nectar,Monday,February,Winter,0,0,0,2,1,0,0,67.7807124
03-02-2020,92,416.4490645,164.4230158,392.562869,285684.0582,0,182,Personal Care,Shampoo,FreshAura,FreshAura Balancing Rinse,Monday,February,Winter,0,0,0,2,1,0,0,252.0260487
03-02-2020,93,516.6795395,414.7386567,563.3422935,370975.9094,0,742,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Monday,February,Winter,0,0,0,2,0,1,0,101.9408828
03-02-2020,94,146.3676803,80.27456101,141.7114332,256289.8083,1,361,Snacks,Chips,NibbleNest,NibbleNest Spicy Stacks,Monday,February,Winter,0,0,0,2,1,0,16,66.09311929
03-02-2020,95,476.7645661,238.2677907,513.9912183,689401.5626,1,184,Snacks,Nuts,NibbleNest,NibbleNest Savory Mix,Monday,February,Winter,0,0,0,2,0,1,16,238.4967754
03-02-2020,96,201.4708817,152.9349907,205.030624,738793.723,0,1133,Dairy,Cheese,CreamyPath,CreamyPath Premium Wheel,Monday,February,Winter,0,0,0,2,0,1,0,48.535891
03-02-2020,97,208.7959432,142.5364369,209.2724444,883415.6357,0,1313,Bakery,Cakes,SweetCrust,SweetCrust Fresh Pound,Monday,February,Winter,0,0,0,2,0,1,0,66.2595063
03-02-2020,98,182.3650414,107.7687292,190.1960839,299078.6678,0,78,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Monday,February,Winter,0,0,0,2,0,1,0,74.5963122
03-02-2020,99,277.5231139,219.9247974,294.2832639,323314.4277,0,134,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Monday,February,Winter,0,0,0,2,0,1,0,57.5983165
03-02-2020,100,88.20863601,53.39739365,87.34430414,139193.2276,1,44,Snacks,Nuts,CrunchTime,CrunchTime Sweet Selection,Monday,February,Winter,0,0,0,2,1,0,16,34.81124236
04-02-2020,1,359.7748746,170.0818382,332.5125326,48929.38295,0,107,Bakery,Bread,GoldenLoaf,GoldenLoaf Rich Pita,Tuesday,February,Winter,0,0,1,2,1,0,0,189.6930364
04-02-2020,2,44.84358318,33.33608635,44.29621481,119597.8363,0,126,Bakery,Cakes,BakeHouse,BakeHouse Fresh Pound,Tuesday,February,Winter,0,0,1,2,1,0,0,11.50749683
04-02-2020,3,50.6287759,22.01949988,46.26258874,12353.42132,0,321,Beverages,Soft Drinks,QuenchWell,QuenchWell Sparkling Soda,Tuesday,February,Winter,0,0,1,2,1,0,0,28.60927602
04-02-2020,4,189.2876839,141.747886,181.4683406,414540.0277,0,531,Cleaning,Wipes,ShineGuard,ShineGuard Mega Pad,Tuesday,February,Winter,0,0,1,2,1,0,0,47.5397979
04-02-2020,5,464.5428646,295.1105591,433.0465542,1860494.173,0,683,Cleaning,Disinfectants,GermBuster,GermBuster Total Gel,Tuesday,February,Winter,0,0,1,2,1,0,0,169.4323055
04-02-2020,6,328.9528739,245.7852892,304.006854,356255.9624,1,317,Snacks,Chips,NibbleNest,NibbleNest Fiery Bites,Tuesday,February,Winter,0,0,1,2,1,0,17,83.1675847
04-02-2020,7,354.7928544,173.2170563,362.9165319,748258.13,0,764,Personal Care,Shampoo,GlowMist,GlowMist Gentle Rinse,Tuesday,February,Winter,0,0,1,2,0,1,0,181.5757981
04-02-2020,8,181.126377,73.67287944,183.6272512,416047.2881,0,591,Cereals,Granola,MorningCrunch,MorningCrunch Multi-Grain Bites,Tuesday,February,Winter,0,0,1,2,0,1,0,107.4534976
04-02-2020,9,308.0262037,172.5989352,315.7239035,800252.0773,0,1025,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Cold Slice,Tuesday,February,Winter,0,0,1,2,0,1,0,135.4272685
04-02-2020,10,14.51066824,10.24005788,14.5481879,72277.63852,0,462,Personal Care,Shampoo,EssencePure,EssencePure Revitalizing Cleanser,Tuesday,February,Winter,0,0,1,2,0,1,0,4.27061036
04-02-2020,11,324.7992334,228.8522518,329.4343319,85746.99763,0,81,Frozen,Ice Cream,ChillFactor,ChillFactor Velvety Sundae,Tuesday,February,Winter,0,0,1,2,0,1,0,95.9469816
04-02-2020,12,451.3999949,238.0676695,465.1580323,901897.1898,1,915,Snacks,Nuts,CrunchTime,CrunchTime Spicy Cluster,Tuesday,February,Winter,0,0,1,2,0,1,17,213.3323254
04-02-2020,13,295.571312,179.8279447,291.364112,1159230.686,0,654,Meat,Chicken,SavorSelect,SavorSelect Premium Breast,Tuesday,February,Winter,0,0,1,2,1,0,0,115.7433673
04-02-2020,14,428.4870721,200.9252475,469.672767,765706.3979,0,130,Cereals,Granola,DayStart,DayStart Crunchy Bites,Tuesday,February,Winter,0,0,1,2,0,1,0,227.5618246
04-02-2020,15,358.8991784,191.6462437,356.2082789,680831.7414,0,479,Frozen,Frozen Pizza,ChillFactor,ChillFactor Chilly Pizza,Tuesday,February,Winter,0,0,1,2,1,0,0,167.2529347
04-02-2020,16,68.46941041,30.96827202,62.80056121,101677.0745,1,698,Snacks,Chips,SnackSphere,SnackSphere Sweet Wedges,Tuesday,February,Winter,0,0,1,2,1,0,17,37.50113839
04-02-2020,17,462.4644303,260.1963265,450.8460967,1681983.133,1,755,Snacks,Chips,CrunchTime,CrunchTime Zesty Crisps,Tuesday,February,Winter,0,0,1,2,1,0,17,202.2681038
04-02-2020,18,40.43090312,32.81660649,36.52390623,192168.0825,0,255,Meat,Fish,PrimeCut,PrimeCut Premium Steaks,Tuesday,February,Winter,0,0,1,2,1,0,0,7.61429663
04-02-2020,19,269.5260045,191.9896628,292.0367743,1128235.855,0,1181,Dairy,Cheese,CreamyPath,CreamyPath Premium Spread,Tuesday,February,Winter,0,0,1,2,0,1,0,77.5363417
04-02-2020,20,82.44598761,41.58063453,82.42138641,106685.108,0,594,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Cold Broccoli,Tuesday,February,Winter,0,0,1,2,1,0,0,40.86535308
04-02-2020,21,15.54798953,7.382613856,15.2641209,35138.45633,0,726,Cereals,Corn Flakes,SunriseBites,SunriseBites Multi-Grain Crunch,Tuesday,February,Winter,0,0,1,2,1,0,0,8.165375674
04-02-2020,22,223.2346147,175.9204617,235.8814062,56478.35751,0,65,Cleaning,Wipes,SparkleClean,SparkleClean Power Wipe,Tuesday,February,Winter,0,0,1,2,0,1,0,47.314153
04-02-2020,23,147.5344899,109.3512649,162.0689705,184860.7159,0,346,Frozen,Frozen Vegetables,PolarTaste,PolarTaste Cold Corns,Tuesday,February,Winter,0,0,1,2,0,1,0,38.183225
04-02-2020,24,257.3148634,194.724493,238.2863207,1096418.633,0,99,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Creamy Corns,Tuesday,February,Winter,0,0,1,2,1,0,0,62.5903704
04-02-2020,25,295.5789667,188.6188189,282.8381171,108773.0598,0,442,Personal Care,Toothpaste,EssencePure,EssencePure Balancing Polish,Tuesday,February,Winter,0,0,1,2,1,0,0,106.9601478
04-02-2020,26,32.07543504,16.74963813,32.50764527,68064.07316,0,531,Personal Care,Toothpaste,EssencePure,EssencePure Gentle Polish,Tuesday,February,Winter,0,0,1,2,0,1,0,15.32579691
04-02-2020,27,73.18597192,32.98639149,68.17391612,95727.25127,0,29,Cereals,Corn Flakes,SunriseBites,SunriseBites Crunchy Munch,Tuesday,February,Winter,0,0,1,2,1,0,0,40.19958043
04-02-2020,28,279.8146056,193.3010105,287.2929101,630981.9356,0,250,Cleaning,Detergents,ShineGuard,ShineGuard Power Sheets,Tuesday,February,Winter,0,0,1,2,0,1,0,86.5135951
04-02-2020,29,171.2280041,111.1728482,186.3929565,47943.84114,0,662,Meat,Fish,PrimeCut,PrimeCut Premium Portions,Tuesday,February,Winter,0,0,1,2,0,1,0,60.0551559
04-02-2020,30,364.1770029,236.3478472,348.8157364,158052.8193,0,127,Beverages,Soft Drinks,HydraSip,HydraSip Crisp Lemonade,Tuesday,February,Winter,0,0,1,2,1,0,0,127.8291557
04-02-2020,31,339.7365883,228.4497375,341.4119056,240533.5045,0,1015,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Tuesday,February,Winter,0,0,1,2,0,1,0,111.2868508
04-02-2020,32,407.8437333,203.9751517,371.7175659,1823877.175,0,334,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Tuesday,February,Winter,0,0,1,2,1,0,0,203.8685816
04-02-2020,33,338.7028141,164.8069741,366.4733882,331251.3522,0,713,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Tuesday,February,Winter,0,0,1,2,0,1,0,173.89584
04-02-2020,34,222.1524228,95.94462159,212.2067544,508951.2006,0,363,Meat,Beef,FreshFare,FreshFare Premium Ribs,Tuesday,February,Winter,0,0,1,2,1,0,0,126.2078012
04-02-2020,35,356.1610026,142.2502038,360.6894681,534597.6649,0,73,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Tuesday,February,Winter,0,0,1,2,0,1,0,213.9107988
04-02-2020,36,141.0111791,151.7319758,141.6492794,100822.9931,1,871,Snacks,Nuts,CrunchTime,CrunchTime Crunchy Selection,Tuesday,February,Winter,0,0,1,2,0,1,17,-10.7207967
04-02-2020,37,166.0501569,98.58995682,181.6146248,311676.1445,0,213,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Tuesday,February,Winter,0,0,1,2,0,1,0,67.46020008
04-02-2020,38,390.0308896,231.6240905,394.3462639,563984.6664,0,459,Frozen,Ice Cream,ChillFactor,ChillFactor Chilly Treat,Tuesday,February,Winter,0,0,1,2,0,1,0,158.4067991
04-02-2020,39,236.2270951,107.104145,217.5995226,489462.5411,0,654,Cleaning,Detergents,SparkleClean,SparkleClean Total Liquid,Tuesday,February,Winter,0,0,1,2,1,0,0,129.1229501
04-02-2020,40,392.2366494,288.4913134,378.7810716,215730.1572,0,562,Beverages,Juices,RefreshFlow,RefreshFlow Bold Blend,Tuesday,February,Winter,0,0,1,2,1,0,0,103.745336
04-02-2020,41,417.6495314,308.6252968,455.2100209,2054835.694,0,768,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Tuesday,February,Winter,0,0,1,2,0,1,0,109.0242346
04-02-2020,42,445.8991916,401.0193766,424.3351572,314358.93,0,246,Beverages,Water,RefreshFlow,RefreshFlow Zesty Mineral,Tuesday,February,Winter,0,0,1,2,1,0,0,44.879815
04-02-2020,43,442.9250563,187.9869084,414.8887077,1300427.965,0,758,Cleaning,Wipes,SparkleClean,SparkleClean Power Sponge,Tuesday,February,Winter,0,0,1,2,1,0,0,254.9381479
04-02-2020,44,225.8151501,182.0730969,213.4399418,144747.5112,0,287,Meat,Fish,FreshFare,FreshFare Premium Snack,Tuesday,February,Winter,0,0,1,2,1,0,0,43.7420532
04-02-2020,45,166.5101393,100.5035844,158.1756065,476052.4884,0,307,Beverages,Water,HydraSip,HydraSip Sparkling Aqua,Tuesday,February,Winter,0,0,1,2,1,0,0,66.0065549
04-02-2020,46,304.5686259,254.4058512,310.7034446,38984.78411,0,962,Frozen,Ice Cream,FrostyDelight,FrostyDelight Cold Scoop,Tuesday,February,Winter,0,0,1,2,0,1,0,50.1627747
04-02-2020,47,195.0776061,111.0449657,198.6757332,328120.5334,0,317,Beverages,Juices,RefreshFlow,RefreshFlow Bold Juice,Tuesday,February,Winter,0,0,1,2,0,1,0,84.0326404
04-02-2020,48,303.3135718,158.8444154,309.2847958,103733.2415,0,608,Meat,Fish,SavorSelect,SavorSelect Premium Portions,Tuesday,February,Winter,0,0,1,2,0,1,0,144.4691564
04-02-2020,49,343.9396139,130.4148787,370.1714897,438866.9473,1,1254,Snacks,Nuts,NibbleNest,NibbleNest Fiery Blend,Tuesday,February,Winter,0,0,1,2,0,1,17,213.5247352
04-02-2020,50,340.6910433,174.3083508,356.6675814,763829.3191,0,201,Cereals,Oatmeal,SunriseBites,SunriseBites Protein-Rich Instant,Tuesday,February,Winter,0,0,1,2,0,1,0,166.3826925
04-02-2020,51,187.9433786,117.4602187,175.6439356,57510.67386,0,647,Dairy,Yogurt,LushMilk,LushMilk Premium Pouch,Tuesday,February,Winter,0,0,1,2,1,0,0,70.4831599
04-02-2020,52,92.03033641,49.58209705,92.3940802,209461.0457,0,818,Cereals,Oatmeal,DayStart,DayStart Protein-Rich Instant,Tuesday,February,Winter,0,0,1,2,0,1,0,42.44823936
04-02-2020,53,214.1583257,105.6308552,218.7132911,115003.0209,0,648,Dairy,Cheese,CreamyPath,CreamyPath Premium Block,Tuesday,February,Winter,0,0,1,2,0,1,0,108.5274705
04-02-2020,54,78.69177344,31.10959125,77.83969243,62481.26811,0,331,Personal Care,Toothpaste,FreshAura,FreshAura Nourishing Gel,Tuesday,February,Winter,0,0,1,2,1,0,0,47.58218219
04-02-2020,55,449.6031823,255.8532425,472.0995737,120943.256,0,725,Bakery,Bread,BakeHouse,BakeHouse Fresh Rolls,Tuesday,February,Winter,0,0,1,2,0,1,0,193.7499398
04-02-2020,56,172.0432545,123.1746115,177.1210061,193204.5748,0,435,Personal Care,Soap,EssencePure,EssencePure Nourishing Gel,Tuesday,February,Winter,0,0,1,2,0,1,0,48.868643
04-02-2020,57,82.63880524,57.74034938,82.28592647,337496.8806,0,268,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Pie,Tuesday,February,Winter,0,0,1,2,1,0,0,24.89845586
04-02-2020,58,23.13686456,11.24503395,21.51456784,17815.38571,0,576,Cleaning,Detergents,SparkleClean,SparkleClean Intense Packets,Tuesday,February,Winter,0,0,1,2,1,0,0,11.89183061
04-02-2020,59,322.4496027,210.1423286,339.3399392,606850.1523,0,806,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Tuesday,February,Winter,0,0,1,2,0,1,0,112.3072741
04-02-2020,60,314.6237678,321.9219915,308.0259716,1512396.452,0,69,Cereals,Corn Flakes,DayStart,DayStart Protein-Rich Crunch,Tuesday,February,Winter,0,0,1,2,1,0,0,-7.2982237
04-02-2020,61,183.4245908,115.1555353,171.6408863,282840.719,0,778,Cleaning,Wipes,GermBuster,GermBuster Strong Sponge,Tuesday,February,Winter,0,0,1,2,1,0,0,68.2690555
04-02-2020,62,45.92007167,28.35616024,46.84266951,42062.78565,0,356,Personal Care,Soap,GlowMist,GlowMist Hydrating Bar,Tuesday,February,Winter,0,0,1,2,0,1,0,17.56391143
04-02-2020,63,208.8221526,121.6552435,208.407371,15452.83929,0,441,Bakery,Pastries,SweetCrust,SweetCrust Delicate Pastry,Tuesday,February,Winter,0,0,1,2,1,0,0,87.1669091
04-02-2020,64,159.0254381,70.94469915,149.7110426,16538.64557,0,119,Bakery,Cakes,SweetCrust,SweetCrust Delicate Pound,Tuesday,February,Winter,0,0,1,2,1,0,0,88.08073895
04-02-2020,65,352.3116312,304.2034941,372.1420295,1153115.969,0,338,Beverages,Water,QuenchWell,QuenchWell Crisp Filtered,Tuesday,February,Winter,0,0,1,2,0,1,0,48.1081371
04-02-2020,66,317.6526151,156.7652059,341.8482331,20012.11475,0,1300,Cereals,Oatmeal,SunriseBites,SunriseBites Sweet Porridge,Tuesday,February,Winter,0,0,1,2,0,1,0,160.8874092
04-02-2020,67,191.850961,118.4581806,194.972433,880979.6129,0,892,Personal Care,Shampoo,GlowMist,GlowMist Revitalizing Revitalizer,Tuesday,February,Winter,0,0,1,2,0,1,0,73.3927804
04-02-2020,68,117.4909054,44.92569301,109.3162177,17036.18129,0,54,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Tuesday,February,Winter,0,0,1,2,1,0,0,72.56521239
04-02-2020,69,515.0202926,377.6314844,478.4316257,1410640.581,0,147,Beverages,Soft Drinks,HydraSip,HydraSip Bold Energy Drink,Tuesday,February,Winter,0,0,1,2,1,0,0,137.3888082
04-02-2020,70,230.0706758,102.2900335,244.8339377,138962.6882,0,882,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Tuesday,February,Winter,0,0,1,2,0,1,0,127.7806423
04-02-2020,71,351.881852,180.6440331,374.1785294,855072.9003,0,605,Dairy,Milk,DairyPeak,DairyPeak Premium Cream,Tuesday,February,Winter,0,0,1,2,0,1,0,171.2378189
04-02-2020,72,82.24790954,36.41970081,89.85000834,136202.5382,0,206,Dairy,Cheese,LushMilk,LushMilk Premium Slice,Tuesday,February,Winter,0,0,1,2,0,1,0,45.82820873
04-02-2020,73,238.8323125,187.0250018,215.6814959,237876.9833,0,90,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Tuesday,February,Winter,0,0,1,2,1,0,0,51.8073107
04-02-2020,74,23.4594001,11.55855357,23.02562062,59234.98525,1,189,Snacks,Nuts,CrunchTime,CrunchTime Zesty Mix,Tuesday,February,Winter,0,0,1,2,1,0,17,11.90084653
04-02-2020,75,249.4112804,133.4993393,255.8848246,686878.6661,0,752,Beverages,Soft Drinks,QuenchWell,QuenchWell Crisp Soda,Tuesday,February,Winter,0,0,1,2,0,1,0,115.9119411
04-02-2020,76,480.5708068,194.6887159,452.3873656,549773.0029,1,814,Snacks,Cookies,SnackSphere,SnackSphere Tangy Snack,Tuesday,February,Winter,0,0,1,2,1,0,17,285.8820909
04-02-2020,77,191.3334342,156.7314645,197.4481835,287956.8184,0,244,Dairy,Milk,CreamyPath,CreamyPath Premium Flavored,Tuesday,February,Winter,0,0,1,2,0,1,0,34.6019697
04-02-2020,78,27.7243368,14.20414123,28.11256315,2328.844291,0,237,Bakery,Bread,BakeHouse,BakeHouse Homestyle Loaf,Tuesday,February,Winter,0,0,1,2,0,1,0,13.52019557
04-02-2020,79,25.49244018,17.39518863,25.40386424,23937.40133,0,265,Bakery,Bread,BakeHouse,BakeHouse Crusty Ciabatta,Tuesday,February,Winter,0,0,1,2,1,0,0,8.09725155
04-02-2020,80,204.7620554,73.59949966,191.4630318,32761.92887,1,244,Snacks,Cookies,NibbleNest,NibbleNest Sweet Biscuit,Tuesday,February,Winter,0,0,1,2,1,0,17,131.1625557
04-02-2020,81,92.19501676,59.59448914,84.01569226,96804.7676,0,45,Cereals,Oatmeal,DayStart,DayStart Nutty Flakes,Tuesday,February,Winter,0,0,1,2,1,0,0,32.60052762
04-02-2020,82,21.07272785,15.99609428,23.00757433,21725.98241,0,1056,Cereals,Granola,SunriseBites,SunriseBites Honeyed Bites,Tuesday,February,Winter,0,0,1,2,0,1,0,5.07663357
04-02-2020,83,399.3370525,180.9625097,364.1443626,1458778.253,0,166,Dairy,Milk,DairyPeak,DairyPeak Premium Drink,Tuesday,February,Winter,0,0,1,2,1,0,0,218.3745428
04-02-2020,84,223.1631758,122.6394908,203.5029044,280292.9488,0,603,Dairy,Cheese,LushMilk,LushMilk Premium Curd,Tuesday,February,Winter,0,0,1,2,1,0,0,100.523685
04-02-2020,85,144.8216468,57.94776719,149.4963035,128311.9791,0,1036,Bakery,Bread,SweetCrust,SweetCrust Homestyle Pita,Tuesday,February,Winter,0,0,1,2,0,1,0,86.87387961
04-02-2020,86,461.2928745,303.6807118,459.9937206,92258.57491,0,545,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Flatbread,Tuesday,February,Winter,0,0,1,2,1,0,0,157.6121627
04-02-2020,87,68.19388921,54.83881225,63.5269274,172189.5702,0,827,Cleaning,Wipes,GermBuster,GermBuster Intense Pad,Tuesday,February,Winter,0,0,1,2,1,0,0,13.35507696
04-02-2020,88,476.6179453,208.5364201,434.0515418,1002327.539,0,378,Beverages,Water,QuenchWell,QuenchWell Bold Filtered,Tuesday,February,Winter,0,0,1,2,1,0,0,268.0815252
04-02-2020,89,169.5203954,82.44992072,155.4353558,343109.2803,0,353,Dairy,Milk,DairyPeak,DairyPeak Premium Non-Dairy,Tuesday,February,Winter,0,0,1,2,1,0,0,87.07047468
04-02-2020,90,449.144244,390.3406965,431.5048988,583887.5171,0,141,Meat,Chicken,PrimeCut,PrimeCut Premium Wings,Tuesday,February,Winter,0,0,1,2,1,0,0,58.8035475
04-02-2020,91,290.4416361,220.7214543,316.6938625,417655.0728,0,681,Beverages,Juices,QuenchWell,QuenchWell Zesty Nectar,Tuesday,February,Winter,0,0,1,2,0,1,0,69.7201818
04-02-2020,92,404.9061323,162.9861703,408.450487,365225.3314,0,336,Personal Care,Shampoo,FreshAura,FreshAura Balancing Rinse,Tuesday,February,Winter,0,0,1,2,0,1,0,241.919962
04-02-2020,93,512.8607174,402.3806463,514.4455472,272841.9017,0,741,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Tuesday,February,Winter,0,0,1,2,0,1,0,110.4800711
04-02-2020,94,145.1299736,76.75678897,152.1937399,175026.7481,1,653,Snacks,Chips,NibbleNest,NibbleNest Spicy Stacks,Tuesday,February,Winter,0,0,1,2,0,1,17,68.37318463
04-02-2020,95,476.8240982,223.7350383,456.6367895,68662.67014,1,117,Snacks,Nuts,NibbleNest,NibbleNest Savory Mix,Tuesday,February,Winter,0,0,1,2,1,0,17,253.0890599
04-02-2020,96,198.8059,138.0882317,183.9185389,464410.5824,0,623,Dairy,Cheese,CreamyPath,CreamyPath Premium Wheel,Tuesday,February,Winter,0,0,1,2,1,0,0,60.7176683
04-02-2020,97,195.5174379,122.2843637,191.3249059,465722.537,0,802,Bakery,Cakes,SweetCrust,SweetCrust Fresh Pound,Tuesday,February,Winter,0,0,1,2,1,0,0,73.2330742
04-02-2020,98,183.2597086,131.3517461,197.8033544,763459.9461,0,73,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Tuesday,February,Winter,0,0,1,2,0,1,0,51.9079625
04-02-2020,99,287.9822877,233.1018394,262.7039916,310444.9062,0,77,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Tuesday,February,Winter,0,0,1,2,1,0,0,54.8804483
04-02-2020,100,82.05890402,65.81138812,90.16708159,127355.419,1,71,Snacks,Nuts,CrunchTime,CrunchTime Sweet Selection,Tuesday,February,Winter,0,0,1,2,0,1,17,16.2475159
05-02-2020,1,383.5051444,165.6386533,368.1645307,141896.9034,0,96,Bakery,Bread,GoldenLoaf,GoldenLoaf Rich Pita,Wednesday,February,Winter,0,0,2,2,1,0,0,217.8664911
05-02-2020,2,42.73986696,28.12129632,43.75097689,194680.094,0,209,Bakery,Cakes,BakeHouse,BakeHouse Fresh Pound,Wednesday,February,Winter,0,0,2,2,0,1,0,14.61857064
05-02-2020,3,49.76314576,22.11746527,53.7532423,45782.0941,0,601,Beverages,Soft Drinks,QuenchWell,QuenchWell Sparkling Soda,Wednesday,February,Winter,0,0,2,2,0,1,0,27.64568049
05-02-2020,4,176.5690332,151.3155352,161.6558055,513109.6104,1,567,Cleaning,Wipes,ShineGuard,ShineGuard Mega Pad,Wednesday,February,Winter,0,0,2,2,1,0,0,25.253498
05-02-2020,5,473.2438895,293.4446972,444.2422922,913360.7068,1,714,Cleaning,Disinfectants,GermBuster,GermBuster Total Gel,Wednesday,February,Winter,0,0,2,2,1,0,0,179.7991923
05-02-2020,6,329.2753461,268.6209426,343.2088043,336190.1283,1,422,Snacks,Chips,NibbleNest,NibbleNest Fiery Bites,Wednesday,February,Winter,0,0,2,2,0,1,18,60.6544035
05-02-2020,7,342.00205,196.2227764,370.9935525,602607.6121,0,717,Personal Care,Shampoo,GlowMist,GlowMist Gentle Rinse,Wednesday,February,Winter,0,0,2,2,0,1,0,145.7792736
05-02-2020,8,190.7434046,60.44850957,209.3259687,471136.2093,0,646,Cereals,Granola,MorningCrunch,MorningCrunch Multi-Grain Bites,Wednesday,February,Winter,0,0,2,2,0,1,0,130.294895
05-02-2020,9,305.680168,165.9703093,328.3744759,319130.0954,0,965,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Cold Slice,Wednesday,February,Winter,0,0,2,2,0,1,0,139.7098587
05-02-2020,10,14.98850389,8.569637084,13.75942752,18900.50341,0,316,Personal Care,Shampoo,EssencePure,EssencePure Revitalizing Cleanser,Wednesday,February,Winter,0,0,2,2,1,0,0,6.418866806
05-02-2020,11,307.0798389,224.6129449,328.8732012,979584.686,0,69,Frozen,Ice Cream,ChillFactor,ChillFactor Velvety Sundae,Wednesday,February,Winter,0,0,2,2,0,1,0,82.466894
05-02-2020,12,478.4322243,238.2836329,485.5851368,1056378.351,1,903,Snacks,Nuts,CrunchTime,CrunchTime Spicy Cluster,Wednesday,February,Winter,0,0,2,2,0,1,18,240.1485914
05-02-2020,13,325.0580953,177.2609622,307.2316538,154077.5372,0,665,Meat,Chicken,SavorSelect,SavorSelect Premium Breast,Wednesday,February,Winter,0,0,2,2,1,0,0,147.7971331
